"","Section","Category","Example","job","jobcode"
"1366","Technology","Computer aided design CAD software","Dassault Systemes CATIA","Software Developers","15-1133.00"
"1367","Technology","Computer aided design CAD software","PTC Creo Parametric","Software Developers","15-1133.00"
"1368","Technology","Configuration management software","Patch management software","Software Developers","15-1133.00"
"1369","Technology","Configuration management software","Perforce Helix software","Software Developers","15-1133.00"
"1370","Technology","Configuration management software","Puppet","Software Developers","15-1133.00"
"1371","Technology","Configuration management software","Visible Razor","Software Developers","15-1133.00"
"1372","Technology","Content workflow software","Emerald Software Group Emerald Green Office","Software Developers","15-1133.00"
"1373","Technology","Data base management system software","Apache Hadoop","Software Developers","15-1133.00"
"1374","Technology","Data base management system software","MongoDB","Software Developers","15-1133.00"
"1375","Technology","Data base management system software","NoSQL","Software Developers","15-1133.00"
"1376","Technology","Data base management system software","Oracle PL/SQL","Software Developers","15-1133.00"
"1377","Technology","Data base reporting software","DataVision","Software Developers","15-1133.00"
"1378","Technology","Data base reporting software","Microsoft SQL Server Reporting Services","Software Developers","15-1133.00"
"1379","Technology","Data base reporting software","Oracle Hyperion","Software Developers","15-1133.00"
"1380","Technology","Data base reporting software","SAP Crystal Reports","Software Developers","15-1133.00"
"1381","Technology","Data base user interface and query software","IEA Software Emerald","Software Developers","15-1133.00"
"1382","Technology","Data base user interface and query software","Microsoft Access","Software Developers","15-1133.00"
"1383","Technology","Data base user interface and query software","Oracle JDBC","Software Developers","15-1133.00"
"1384","Technology","Data base user interface and query software","Structured query language SQL","Software Developers","15-1133.00"
"1385","Technology","Development environment software","Adobe Systems Adobe ActionScript","Software Developers","15-1133.00"
"1386","Technology","Development environment software","Apache Maven","Software Developers","15-1133.00"
"1387","Technology","Development environment software","Microsoft PowerShell","Software Developers","15-1133.00"
"1388","Technology","Development environment software","Verilog","Software Developers","15-1133.00"
"1389","Technology","Device drivers or system software","Microsoft DirectX","Software Developers","15-1133.00"
"1390","Technology","Document management software","Document management system software","Software Developers","15-1133.00"
"1391","Technology","Electronic mail software","IBM Notes","Software Developers","15-1133.00"
"1392","Technology","Electronic mail software","Microsoft Exchange Server","Software Developers","15-1133.00"
"1393","Technology","Enterprise application integration software","Enterprise application integration EAI software","Software Developers","15-1133.00"
"1394","Technology","Enterprise application integration software","Extensible markup language XML","Software Developers","15-1133.00"
"1395","Technology","Enterprise application integration software","IBM WebSphere","Software Developers","15-1133.00"
"1396","Technology","Enterprise application integration software","SAP Netweaver","Software Developers","15-1133.00"
"1397","Technology","Enterprise resource planning ERP software","Microsoft Dynamics","Software Developers","15-1133.00"
"1398","Technology","Enterprise resource planning ERP software","Oracle Fusion Applications","Software Developers","15-1133.00"
"1399","Technology","Enterprise resource planning ERP software","SAP","Software Developers","15-1133.00"
"1400","Technology","Enterprise resource planning ERP software","SAP Business Objects","Software Developers","15-1133.00"
"1401","Technology","Enterprise system management software","IBM Power Systems software","Software Developers","15-1133.00"
"1402","Technology","Enterprise system management software","Splunk Enterprise","Software Developers","15-1133.00"
"1403","Technology","File versioning software","Apache Subversion SVN","Software Developers","15-1133.00"
"1404","Technology","File versioning software","Version control software","Software Developers","15-1133.00"
"1405","Technology","Filesystem software","File server software","Software Developers","15-1133.00"
"1406","Technology","Financial analysis software","Delphi Technology","Software Developers","15-1133.00"
"1407","Technology","Financial analysis software","Oracle E-Business Suite Financials","Software Developers","15-1133.00"
"1408","Technology","Graphical user interface development software","Graphical user interface GUI design software","Software Developers","15-1133.00"
"1409","Technology","Graphics or photo imaging software","Adobe Systems Adobe Flash","Software Developers","15-1133.00"
"1410","Technology","Graphics or photo imaging software","Microsoft Visio","Software Developers","15-1133.00"
"1411","Technology","Graphics or photo imaging software","Open Graphics Library OpenGL","Software Developers","15-1133.00"
"1412","Technology","Human resources software","Human resource management software HRMS","Software Developers","15-1133.00"
"1413","Technology","Industrial control software","Process control system","Software Developers","15-1133.00"
"1414","Technology","Information retrieval or search software","LexisNexis","Software Developers","15-1133.00"
"1415","Technology","Map creation software","ESRI ArcGIS software","Software Developers","15-1133.00"
"1416","Technology","Medical software","Epic Systems","Software Developers","15-1133.00"
"1417","Technology","Metadata management software","CA Erwin Data Modeler","Software Developers","15-1133.00"
"1418","Technology","Network monitoring software","Nagios","Software Developers","15-1133.00"
"1419","Technology","Network monitoring software","Wireshark","Software Developers","15-1133.00"
"1420","Technology","Network operation system software","IBM z/OS operating systems","Software Developers","15-1133.00"
"1421","Technology","Network security and virtual private network VPN equipment software","Virtual private networking VPN software","Software Developers","15-1133.00"
"1422","Technology","Object or component oriented development software","C++","Software Developers","15-1133.00"
"1423","Technology","Object or component oriented development software","jQuery","Software Developers","15-1133.00"
"1424","Technology","Object or component oriented development software","Microsoft ActiveX","Software Developers","15-1133.00"
"1425","Technology","Object or component oriented development software","Python","Software Developers","15-1133.00"
"1426","Technology","Object oriented data base management software","Hibernate ORM","Software Developers","15-1133.00"
"1427","Technology","Object oriented data base management software","PostgreSQL","Software Developers","15-1133.00"
"1428","Technology","Office suite software","Microsoft Office","Software Developers","15-1133.00"
"1429","Technology","Operating system software","KornShell","Software Developers","15-1133.00"
